"date","region","material","distr_chan","quantity","check_nm","check_pos"
2021-01-26,R002,"740351","1",5,"00000020210126035733","0000000006"
2021-01-17,R004,"359884","1",8,"00000020210117041094","0000000006"
2021-03-19,R004,"1352480","1",17,"00000020210319074699","0000000002"
2021-05-05,R003,"1415416","1",16,"00000020210505021592","0000000005"
2021-02-02,R001,"501826","2",9,"00000020210202013992","0000000012"
2021-04-01,R002,"275029","1",11,"00000020210401039089","0000000001"
2021-01-27,R004,"983807","1",13,"00000020210127011350","0000000002"
2021-06-05,R002,"467658","2",4,"00000020210605042440","0000000012"
2021-05-25,R003,"225080","1",15,"00000020210525024272","0000000002"
2021-07-14,R002,"856830","1",19,"00000020210714037065","0000000004"
2021-01-02,R004,"501826","1",9,"00000020210102044803","0000000001"
2021-02-08,R001,"209175","1",5,"00000020210208026038","0000000005"
2021-02-27,R004,"1318720","2",20,"00000020210227051944","0000000002"
2021-05-14,R004,"860916","2",10,"00000020210514013995","0000000001"
2021-04-12,R002,"221978","1",5,"00000020210412029437","0000000001"
2021-04-22,R001,"1115090","1",20,"00000020210422035918","0000000012"
2021-02-03,R004,"900267","1",1,"00000020210203018519","0000000001"
2021-03-09,R003,"1080087","2",9,"00000020210309038386","0000000003"
2021-07-04,R001,"316817","2",5,"00000020210704034025","0000000002"
2021-07-02,R001,"1305308","2",10,"00000020210702028230","0000000001"
2021-02-03,R002,"855344","1",2,"00000020210203019690","0000000007"
2021-02-16,R004,"714509","2",12,"00000002021021601788","0000000002"
2021-01-08,R001,"933898","2",12,"00000020210108086264","0000000003"
2021-04-10,R002,"1123552","2",14,"00000020210410066604","0000000002"
2021-07-20,R002,"732080","2",9,"00000020210720018850","0000000001"
2021-06-17,R001,"1391672","1",2,"00000002021061702251","0000000001"
2021-03-18,R002,"484984","2",16,"00000020210318036823","0000000002"
2021-05-19,R003,"718108","2",12,"00000002021051902234","0000000001"
2021-04-21,R004,"896541","2",10,"00000000202104210177","0000000002"
2021-06-03,R003,"140453","1",7,"00000020210603019554","0000000006"
2021-01-04,R003,"568509","1",5,"00000020210104032763","0000000002"
2021-03-17,R003,"1039810","1",1,"00000020210317026437","0000000009"
2021-01-26,R003,"411660","2",17,"00000020210126011291","0000000014"
2021-04-30,R004,"512480","1",15,"00000020210430037728","0000000001"
2021-04-28,R003,"676690","1",3,"00000020210428021316","0000000001"
2021-06-07,R003,"1207634","2",7,"00000020210607034783","0000000001"
2021-03-09,R002,"678239","2",14,"00000020210309019368","0000000009"
2021-05-17,R002,"996253","2",5,"00000020210517032882","0000000002"
2021-02-08,R002,"872868","2",10,"00000020210208023030","0000000001"
2021-06-18,R001,"1259339","2",1,"00000002021061803273","0000000001"
2021-04-03,R003,"895977","2",2,"00000020210403035473","0000000003"
2021-01-15,R004,"307277","1",10,"00000020210115032201","0000000002"
2021-01-13,R004,"1410220","1",17,"00000020210113013223","0000000005"
2021-06-08,R004,"1234176","2",14,"00000020210608021559","0000000001"
2021-06-28,R004,"864283","1",1,"00000020210628012066","0000000002"
2021-03-29,R003,"1104306","1",17,"00000020210329012889","0000000002"
2021-01-15,R001,"973246","1",6,"00000020210115011114","0000000023"
2021-03-01,R004,"221733","2",4,"00000020210301015628","0000000003"
2021-03-06,R002,"600969","1",2,"00000020210306025233","0000000003"
2021-03-06,R002,"937908","1",12,"00000020210306034817","0000000001"
2021-07-13,R002,"176703","1",16,"00000020210713011904","0000000001"
2021-05-24,R003,"874988","1",4,"00000002021052404626","0000000002"
2021-03-14,R002,"1052534","1",5,"00000020210314012310","0000000001"
2021-07-02,R003,"21100","2",9,"00000020210702041545","0000000005"
2021-05-28,R001,"730883","2",20,"00000002021052801577","0000000001"
2021-05-21,R002,"1348138","1",6,"00000020210521012632","0000000002"
2021-01-21,R004,"137400","2",13,"00000020210121034717","0000000001"
2021-04-10,R002,"892288","1",19,"00000020210410025202","0000000001"
2021-04-27,R002,"1234579","1",18,"00000002021042701995","0000000001"
2021-04-22,R001,"990746","2",7,"00000020210422035011","0000000001"
2021-02-03,R002,"894390","2",1,"00000020210203011554","0000000004"
2021-06-22,R002,"194879","2",17,"00000020210622051570","0000000002"
2021-01-27,R001,"372295","2",18,"00000002021012706581","0000000001"
2021-04-07,R002,"1241602","1",13,"00000020210407028775","0000000002"
2021-02-03,R002,"1160354","2",5,"00000020210203019713","0000000001"
2021-03-22,R004,"1425166","1",15,"00000020210322016745","0000000002"
2021-01-14,R003,"1149412","1",6,"00000020210114032244","0000000002"
2021-07-05,R002,"839496","2",10,"00000020210705016601","0000000007"
2021-04-25,R001,"1137889","2",13,"00000020210425016777","0000000002"
2021-02-11,R003,"509861","2",2,"00000020210211015578","0000000001"
2021-02-05,R001,"1072402","1",16,"00000020210205022659","0000000017"
2021-06-23,R001,"1202718","1",16,"00000020210623034870","0000000001"
2021-01-25,R004,"1044634","2",9,"00000020210125017386","0000000001"
2021-07-01,R002,"1168312","1",10,"00000020210701032609","0000000017"
2021-02-15,R004,"519956","2",1,"00000020210215034101","0000000004"
2021-01-09,R001,"887406","1",1,"00000020210109031711","0000000006"
2021-05-26,R003,"335557","2",13,"00000020210526034625","0000000004"
2021-01-27,R003,"673350","1",12,"00000020210127033915","0000000005"
2021-05-23,R001,"383748","1",4,"00000020210523032698","0000000006"
2021-06-25,R002,"252291","1",19,"00000020210625024635","0000000001"
2021-01-23,R001,"1316230","1",11,"00000020210123026455","0000000001"
2021-05-24,R003,"1149412","2",10,"00000020210524023957","0000000001"
2021-04-22,R003,"919777","2",18,"00000020210422035344","0000000002"
2021-03-18,R001,"348084","1",17,"00000020210318038191","0000000004"
2021-05-10,R003,"762892","1",2,"00000020210510011918","0000000003"
2021-06-12,R004,"1265969","2",5,"00000002021061211526","0000000001"
2021-06-02,R001,"1022978","1",6,"00000002021060201105","0000000006"
2021-05-17,R004,"330026","1",8,"00000020210517069883","0000000001"
2021-02-27,R002,"778212","1",11,"00000020210227024084","0000000007"
2021-02-06,R004,"722241","2",5,"00000020210206014732","0000000008"
2021-02-12,R002,"602616","2",17,"00000020210212019497","0000000002"
2021-05-12,R002,"813266","2",15,"00000020210512119341","0000000001"
2021-05-16,R001,"1354544","2",19,"00000000202105160290","0000000007"
2021-02-10,R003,"900573","1",2,"00000020210210014548","0000000003"
2021-06-07,R002,"1160354","1",2,"00000020210607038877","0000000002"
2021-03-26,R001,"892288","2",4,"00000020210326033534","0000000002"
2021-01-18,R001,"1082832","1",19,"00000020210118069379","0000000002"
2021-02-04,R003,"1133607","1",13,"00000020210204017352","0000000006"
2021-04-19,R002,"366848","2",14,"00000020210419015797","0000000002"
2021-06-21,R002,"300997","2",6,"00000020210621017681","0000000001"
2021-02-19,R001,"1373481","2",6,"00000020210219039706","0000000001"
2021-01-29,R002,"898325","1",1,"00000020210129024507","0000000002"
2021-03-30,R004,"759626","2",4,"00000020210330014516","0000000004"
2021-02-03,R001,"1270332","2",12,"00000020210203019505","0000000007"
2021-06-14,R002,"1199656","1",15,"00000002021061401388","0000000004"
2021-06-29,R004,"1170893","1",20,"00000020210629011487","0000000001"
2021-04-03,R003,"1008173","2",20,"00000020210403028013","0000000009"
2021-07-21,R002,"1183818","2",3,"00000020210721026732","0000000009"
2021-04-25,R004,"535699","1",18,"00000020210425086096","0000000001"
2021-02-21,R003,"610703","2",11,"00000020210221023558","0000000001"
2021-03-29,R003,"473905","2",17,"00000020210329012067","0000000001"
2021-05-04,R002,"966812","1",4,"00000020210504013897","0000000001"
2021-02-22,R003,"662994","1",8,"00000020210222023141","0000000001"
2021-04-01,R002,"1407009","2",8,"00000020210401017732","0000000007"
2021-03-06,R004,"1166570","2",18,"00000020210306016486","0000000001"
2021-02-03,R001,"705613","2",7,"00000020210203012264","0000000007"
2021-07-07,R004,"1425166","2",15,"00000020210707021024","0000000001"
2021-02-01,R003,"1104343","2",4,"00000020210201022814","0000000002"
2021-04-08,R001,"861138","2",18,"00000020210408024148","0000000001"
2021-01-08,R003,"1220603","1",3,"00000020210108019681","0000000001"
2021-02-03,R001,"808228","2",17,"00000020210203019553","0000000001"
2021-05-11,R002,"1100521","1",9,"00000020210511027302","0000000002"
2021-03-30,R003,"21100","2",14,"00000020210330014564","0000000001"
2021-03-19,R004,"788339","2",15,"00000020210319032430","0000000002"
2021-07-24,R003,"860870","1",19,"00000020210724011565","0000000008"
2021-06-16,R002,"566787","1",4,"00000020210616053549","0000000001"
2021-02-22,R004,"1286027","2",10,"00000020210222029739","0000000001"
2021-05-30,R003,"1371636","1",10,"00000002021053007751","0000000001"
2021-03-22,R004,"801813","1",2,"00000020210322016456","0000000001"
2021-02-02,R002,"1240006","1",15,"00000020210202023720","0000000002"
2021-06-27,R002,"1099985","1",13,"00000020210627022737","0000000001"
2021-04-11,R001,"1403939","2",17,"00000020210411011749","0000000001"
2021-04-18,R001,"999504","1",20,"00000020210418021704","0000000001"
2021-05-27,R003,"1335323","1",13,"00000020210527015527","0000000003"
2021-06-05,R002,"744023","1",12,"00000020210605025603","0000000005"
2021-01-13,R001,"950902","2",1,"00000020210113013984","0000000002"
2021-05-13,R004,"248923","1",3,"00000002021051304872","0000000001"
2021-04-18,R004,"1414603","1",12,"00000002021041801144","0000000001"
2021-07-21,R002,"850022","2",16,"00000020210721012015","0000000001"
2021-03-16,R001,"1351967","2",6,"00000020210316048362","0000000002"
2021-07-20,R002,"1319802","1",19,"00000020210720032143","0000000005"
2021-01-12,R002,"1413280","2",1,"00000020210112015842","0000000002"
2021-06-08,R001,"1226515","1",17,"00000020210608082733","0000000006"
2021-04-26,R002,"476572","2",11,"00000020210426018343","0000000001"
2021-01-16,R004,"706051","2",15,"00000020210116016099","0000000001"
2021-03-15,R002,"1338539","2",10,"00000020210315024371","0000000001"
2021-03-06,R003,"899448","1",10,"00000020210306021266","0000000010"
2021-01-15,R002,"1143555","1",12,"00000020210115015692","0000000001"
2021-05-25,R001,"826857","2",18,"00000020210525024291","0000000001"
2021-05-21,R004,"673769","2",6,"00000002021052103393","0000000001"
2021-05-10,R001,"1327815","2",15,"00000020210510036873","0000000001"
2021-04-29,R002,"508015","2",20,"00000020210429025882","0000000002"
2021-04-13,R004,"699009","1",10,"00000020210413043583","0000000004"
2021-06-10,R003,"1402888","2",14,"00000002021061003576","0000000003"
2021-01-10,R001,"1121145","2",8,"00000020210110052173","0000000005"
2021-01-27,R004,"239580","2",14,"00000020210127016372","0000000006"
2021-06-10,R002,"1216660","2",14,"00000020210610043700","0000000001"
2021-01-11,R004,"675471","1",18,"00000020210111012325","0000000003"
2021-02-15,R001,"1200262","2",17,"00000020210215014095","0000000001"
2021-07-20,R002,"1424394","2",2,"00000020210720013814","0000000017"
2021-05-24,R001,"1241602","1",3,"00000020210524013177","0000000001"
2021-07-09,R003,"751429","2",12,"00000020210709026209","0000000005"
2021-02-13,R003,"221635","2",14,"00000002021021301450","0000000002"
2021-03-01,R003,"1299495","1",5,"00000020210301024433","0000000002"
2021-03-29,R002,"803435","1",4,"00000020210329019523","0000000013"
2021-03-03,R001,"274754","2",6,"00000020210303034100","0000000001"
2021-02-11,R004,"1371560","2",15,"00000020210211011028","0000000002"
2021-03-16,R001,"534463","1",18,"00000020210316037256","0000000001"
2021-03-17,R004,"1080091","1",19,"00000020210317015982","0000000001"
2021-02-27,R003,"1391986","1",13,"00000020210227022579","0000000002"
2021-03-28,R002,"848998","2",5,"00000020210328011000","0000000023"
2021-06-23,R002,"236556","1",10,"00000020210623011406","0000000001"
2021-04-30,R001,"294075","2",6,"00000020210430017752","0000000003"
2021-07-22,R004,"530599","1",3,"00000020210722016681","0000000002"
2021-05-21,R003,"1052534","2",1,"00000020210521013404","0000000001"
2021-01-27,R001,"531932","2",9,"00000020210127012084","0000000001"
2021-01-17,R002,"225080","1",7,"00000002021011701327","0000000013"
2021-02-20,R001,"637541","2",16,"00000020210220051127","0000000001"
2021-03-16,R004,"282676","2",12,"00000020210316079908","0000000002"
2021-03-14,R001,"1274857","2",6,"00000020210314014922","0000000001"
2021-03-30,R001,"808326","1",7,"00000002021033003755","0000000001"
2021-07-23,R003,"177245","2",18,"00000020210723052733","0000000001"
2021-04-01,R002,"1171344","2",9,"00000020210401016821","0000000003"
2021-05-10,R004,"1071317","1",13,"00000002021051003689","0000000002"
2021-05-14,R002,"492210","1",12,"00000020210514012791","0000000001"
2021-03-25,R001,"1190672","1",11,"00000020210325032969","0000000004"
2021-07-24,R001,"1018855","2",10,"00000020210724021903","0000000001"
2021-06-28,R004,"1174909","1",16,"00000020210628039743","0000000003"
2021-01-15,R001,"1237444","2",15,"00000020210115015850","0000000006"
2021-02-01,R004,"675471","2",11,"00000020210201026376","0000000007"
2021-04-22,R002,"294299","2",6,"00000020210422012308","0000000001"
2021-02-17,R003,"209175","2",20,"00000020210217038920","0000000020"
2021-01-27,R004,"1371560","1",19,"00000020210127025682","0000000004"
2021-03-14,R004,"1115290","2",12,"00000020210314112002","0000000002"
2021-04-08,R003,"1323228","2",5,"00000020210408019970","0000000002"
2021-03-04,R002,"1354798","2",10,"00000020210304013056","0000000001"
2021-01-08,R001,"348084","2",18,"00000020210108011081","0000000003"
2021-02-20,R004,"1039551","2",6,"00000020210220021231","0000000001"
2021-04-22,R004,"283943","1",13,"00000002021042203487","0000000005"
2021-02-27,R004,"1231151","2",1,"00000020210227028023","0000000004"
2021-01-28,R004,"1054282","2",1,"00000002021012806700","0000000006"
2021-03-09,R003,"831348","2",17,"00000020210309036285","0000000012"
2021-05-30,R003,"1032930","1",13,"00000020210530025992","0000000006"
2021-05-23,R001,"1090270","1",17,"00000020210523011662","0000000001"
2021-01-08,R002,"566540","1",17,"00000020210108029446","0000000001"
2021-01-24,R003,"871425","2",4,"00000020210124015063","0000000001"
2021-04-18,R004,"1096383","1",19,"00000020210418012572","0000000001"
2021-01-27,R003,"1220433","2",10,"00000020210127032781","0000000003"
2021-05-26,R004,"1182002","1",6,"00000020210526019199","0000000007"
2021-03-24,R001,"1051191","2",2,"00000002021032401244","0000000001"
2021-06-10,R004,"1160542","2",9,"00000020210610014176","0000000001"
2021-05-18,R003,"986423","2",7,"00000020210518011888","0000000001"
2021-03-31,R001,"194401","2",12,"00000020210331028254","0000000001"
2021-04-02,R004,"186154","1",17,"00000020210402031486","0000000001"
2021-01-26,R003,"1018855","1",5,"00000020210126049427","0000000003"
2021-04-19,R004,"1159090","1",13,"00000020210419036454","0000000004"
2021-06-21,R002,"1198115","1",12,"00000020210621019175","0000000001"
2021-01-13,R001,"887406","1",14,"00000020210113026488","0000000002"
2021-04-07,R001,"128636","1",1,"00000020210407016334","0000000002"
2021-03-29,R001,"312432","1",9,"00000020210329018679","0000000003"
2021-01-17,R001,"977610","2",6,"00000020210117016390","0000000002"
2021-03-09,R004,"772041","2",5,"00000020210309038323","0000000002"
2021-03-16,R004,"1415416","1",19,"00000020210316043677","0000000002"
2021-06-09,R004,"1407009","2",18,"00000020210609012769","0000000009"
2021-05-23,R004,"1183818","2",6,"00000002021052301550","0000000002"
2021-04-02,R002,"1298125","2",7,"00000020210402029525","0000000001"
2021-01-11,R004,"260114","1",20,"00000020210111023564","0000000003"
2021-07-14,R002,"1050238","1",13,"00000020210714011686","0000000001"
2021-03-05,R004,"489541","1",19,"00000020210305014738","0000000001"
2021-02-11,R002,"531775","1",14,"00000020210211055628","0000000003"
2021-05-05,R004,"855510","1",20,"00000002021050501933","0000000001"
2021-01-07,R004,"248819","1",18,"00000020210107014624","0000000001"
2021-01-29,R001,"601059","2",14,"00000020210129013850","0000000005"
2021-05-14,R002,"900573","2",5,"00000020210514046731","0000000001"
2021-02-28,R004,"675236","1",1,"00000020210228016395","0000000008"
2021-04-09,R002,"1216025","2",16,"00000020210409048207","0000000003"
2021-07-17,R001,"1328684","1",6,"00000020210717012618","0000000002"
2021-01-23,R004,"1428824","2",4,"00000020210123025027","0000000002"
2021-01-16,R003,"1133607","1",8,"00000020210116013124","0000000001"
2021-01-29,R003,"1140422","2",11,"00000002021012908364","0000000001"
2021-01-13,R001,"731499","1",16,"00000020210113021949","0000000003"
2021-05-26,R002,"1187815","1",17,"00000002021052601789","0000000001"
2021-04-10,R002,"1057184","2",20,"00000020210410013997","0000000007"
2021-01-25,R003,"1107234","2",16,"00000020210125012286","0000000002"
2021-04-03,R004,"762892","2",17,"00000020210403019039","0000000002"
2021-02-07,R003,"673350","2",6,"00000020210207021705","0000000001"
2021-04-24,R004,"1050238","2",6,"00000020210424026855","0000000002"
2021-06-03,R001,"1297240","2",8,"00000020210603015278","0000000001"
2021-02-02,R002,"219595","2",5,"00000020210202012691","0000000002"
2021-06-17,R003,"412422","2",4,"00000020210617023768","0000000002"
2021-05-16,R003,"673350","1",19,"00000020210516023157","0000000001"
2021-02-14,R002,"1346098","1",4,"00000020210214036159","0000000001"
2021-03-04,R004,"1154855","2",20,"00000020210304027905","0000000001"
2021-02-19,R004,"801565","2",9,"00000020210219037982","0000000002"
2021-02-18,R004,"545404","1",8,"00000020210218014938","0000000001"
2021-03-18,R001,"995206","1",20,"00000002021031801661","0000000007"
2021-04-08,R004,"831317","1",18,"00000020210408028919","0000000002"
2021-02-28,R004,"995206","1",17,"00000020210228037948","0000000001"
2021-02-14,R004,"1039810","2",3,"00000020210214024073","0000000001"
2021-07-01,R004,"530778","1",5,"00000000202107010282","0000000001"
2021-05-04,R004,"1335323","2",14,"00000020210504011607","0000000005"
2021-05-16,R002,"1304831","2",14,"00000020210516017139","0000000003"
2021-03-02,R002,"1143577","2",17,"00000020210302019462","0000000001"
2021-04-15,R001,"857139","1",7,"00000020210415019566","0000000005"
2021-03-06,R003,"855510","1",20,"00000020210306018306","0000000001"
2021-02-03,R002,"947643","2",1,"00000020210203028459","0000000001"
2021-01-26,R002,"750067","2",11,"00000020210126014474","0000000002"
2021-02-03,R003,"1307280","1",1,"00000020210203049104","0000000002"
2021-03-11,R001,"708268","2",1,"00000020210311079614","0000000002"
2021-02-26,R003,"429580","2",7,"00000020210226012610","0000000004"
2021-06-23,R004,"943996","2",12,"00000020210623051683","0000000001"
2021-01-10,R004,"1374650","1",1,"00000020210110023926","0000000004"
2021-07-14,R003,"284903","2",1,"00000020210714031475","0000000003"
2021-05-15,R004,"916512","2",7,"00000020210515029523","0000000001"
2021-01-19,R003,"1275886","1",2,"00000020210119014288","0000000001"
2021-07-12,R002,"1203527","1",4,"00000002021071202235","0000000003"
2021-07-23,R003,"654535","1",9,"00000020210723012218","0000000001"
2021-05-02,R002,"1202718","2",13,"00000020210502015924","0000000004"
2021-02-11,R004,"1024872","2",15,"00000020210211015445","0000000006"
2021-01-18,R004,"362938","2",15,"00000020210118011273","0000000001"
2021-03-16,R004,"1243875","2",19,"00000020210316036611","0000000004"
2021-04-28,R003,"805603","1",10,"00000020210428021163","0000000003"
2021-03-06,R001,"1147234","1",6,"00000002021030602512","0000000003"
2021-04-24,R004,"1403939","1",10,"00000020210424031485","0000000001"
2021-03-25,R004,"239580","1",6,"00000020210325039560","0000000004"
2021-02-25,R001,"1044416","2",19,"00000020210225022043","0000000002"
2021-07-03,R002,"568509","2",1,"00000020210703011533","0000000001"
2021-06-10,R004,"267118","1",10,"00000020210610016201","0000000001"
2021-07-12,R001,"416453","2",13,"00000020210712019126","0000000001"
2021-04-15,R002,"512480","2",10,"00000020210415034165","0000000001"
2021-04-28,R004,"959683","1",10,"00000020210428021194","0000000001"
2021-02-08,R001,"619254","1",3,"00000002021020801445","0000000002"
2021-04-08,R001,"535010","2",2,"00000020210408031318","0000000001"
2021-07-18,R002,"1354544","2",9,"00000020210718011940","0000000001"
2021-03-26,R001,"1198115","1",7,"00000020210326019946","0000000002"
2021-03-04,R002,"1203527","2",3,"00000020210304028353","0000000005"
2021-07-01,R001,"772041","1",10,"00000020210701025297","0000000001"
2021-02-24,R002,"407431","1",6,"00000020210224021974","0000000001"
2021-06-30,R004,"429580","1",10,"00000020210630054999","0000000001"
2021-02-22,R001,"505681","2",10,"00000020210222012859","0000000001"
2021-03-27,R003,"858235","1",9,"00000020210327014289","0000000001"
2021-03-31,R003,"917665","2",15,"00000020210331022330","0000000001"
2021-06-23,R003,"225080","2",20,"00000020210623011560","0000000001"
2021-01-10,R004,"1128608","1",1,"00000020210110015540","0000000003"
2021-04-02,R003,"1171344","1",10,"00000020210402013172","0000000001"
2021-07-03,R001,"1413280","2",7,"00000020210703025647","0000000002"
2021-05-15,R002,"1060003","1",4,"00000020210515041133","0000000002"
2021-01-14,R002,"1025518","2",17,"00000020210114011038","0000000001"
2021-04-02,R001,"915595","2",15,"00000020210402075974","0000000001"
2021-02-22,R004,"839496","2",7,"00000020210222016129","0000000002"
2021-01-18,R004,"893599","1",10,"00000002021011802445","0000000005"
2021-02-21,R003,"558686","2",4,"00000020210221021375","0000000006"
2021-01-15,R002,"1242530","1",19,"00000020210115014063","0000000005"
2021-06-02,R003,"619682","2",18,"00000020210602026160","0000000002"
2021-02-04,R004,"1156721","1",16,"00000020210204017322","0000000001"
2021-06-25,R002,"1132805","1",11,"00000002021062502104","0000000010"
2021-02-04,R001,"416453","1",8,"00000020210204039245","0000000001"
2021-01-27,R002,"932392","1",6,"00000020210127031219","0000000001"
2021-02-03,R002,"1368319","2",20,"00000020210203014018","0000000007"
2021-05-06,R003,"727271","1",1,"00000020210506028449","0000000002"
2021-05-10,R003,"410277","1",11,"00000020210510011573","0000000001"
2021-04-10,R001,"531001","2",17,"00000020210410019788","0000000002"
2021-02-11,R002,"882857","2",3,"00000020210211037571","0000000001"
2021-03-10,R003,"1238729","1",10,"00000020210310035571","0000000001"
2021-04-07,R002,"1316230","1",19,"00000020210407013487","0000000001"
2021-03-10,R002,"724361","1",15,"00000002021031001482","0000000001"
2021-03-05,R002,"902030","2",17,"00000020210305034500","0000000007"
2021-03-05,R004,"1124360","2",5,"00000020210305031429","0000000001"
2021-01-02,R004,"436530","2",15,"00000020210102018237","0000000020"
2021-04-25,R004,"354172","2",19,"00000020210425035589","0000000002"
2021-04-08,R003,"568509","1",20,"00000020210408034721","0000000001"
2021-07-13,R004,"1234176","1",14,"00000020210713011541","0000000001"
2021-04-23,R003,"282676","2",8,"00000020210423021431","0000000001"
2021-02-07,R003,"637541","2",10,"00000002021020701267","0000000001"
2021-05-22,R003,"186154","2",18,"00000002021052201604","0000000005"
2021-02-09,R001,"21100","1",19,"00000020210209036841","0000000004"
2021-06-01,R004,"376584","2",20,"00000020210601024916","0000000001"
2021-01-18,R001,"1230155","1",9,"00000020210118034518","0000000007"
2021-04-25,R001,"1018855","1",1,"00000020210425025307","0000000001"
2021-03-22,R002,"703674","2",5,"00000020210322013960","0000000004"
2021-01-22,R001,"601059","1",8,"00000020210122017622","0000000003"
2021-03-30,R003,"1104343","1",8,"00000020210330011169","0000000001"
2021-03-11,R003,"258403","2",9,"00000020210311044370","0000000001"
2021-02-22,R004,"413697","2",2,"00000020210222017254","0000000001"
2021-02-11,R004,"1147234","2",10,"00000020210211034713","0000000002"
2021-06-29,R004,"566540","2",10,"00000020210629014350","0000000008"
2021-01-25,R002,"867480","2",15,"00000002021012501119","0000000014"
2021-06-02,R004,"808326","1",18,"00000020210602041715","0000000004"
2021-06-24,R001,"601059","1",4,"00000020210624011111","0000000003"
2021-01-10,R002,"169319","2",17,"00000020210110011895","0000000005"
2021-03-25,R004,"933169","1",7,"00000020210325075234","0000000011"
2021-04-12,R002,"401606","1",11,"00000020210412033373","0000000001"
2021-06-12,R002,"530778","2",8,"00000020210612018316","0000000001"
2021-01-18,R003,"1288661","2",16,"00000020210118069393","0000000001"
2021-06-07,R001,"762370","2",10,"00000020210607012416","0000000002"
2021-05-26,R003,"507431","2",3,"00000020210526029289","0000000001"
2021-03-07,R004,"275029","2",13,"00000020210307036274","0000000001"
2021-03-28,R003,"1112670","1",1,"00000020210328031583","0000000001"
2021-02-08,R003,"199593","1",10,"00000020210208075108","0000000001"
2021-02-20,R003,"1039551","2",13,"00000020210220029420","0000000003"
2021-06-03,R001,"1146928","1",12,"00000020210603032450","0000000001"
2021-06-19,R002,"456409","1",1,"00000020210619016957","0000000001"
2021-03-03,R004,"1343302","2",17,"00000020210303035835","0000000001"
2021-04-19,R003,"1366537","1",20,"00000020210419031738","0000000002"
2021-02-04,R004,"858235","2",8,"00000020210204022425","0000000001"
2021-02-05,R002,"1200262","1",3,"00000020210205035087","0000000001"
2021-06-01,R002,"1297184","2",20,"00000020210601025501","0000000001"
2021-01-05,R003,"1153844","1",9,"00000020210105046749","0000000001"
2021-06-15,R003,"1361683","2",7,"00000020210615016756","0000000001"
2021-04-02,R001,"1060297","1",18,"00000020210402017792","0000000004"
2021-04-01,R001,"1304728","1",18,"00000020210401029697","0000000002"
2021-05-31,R004,"1011062","2",10,"00000002021053111354","0000000002"
2021-01-27,R003,"1166625","1",8,"00000020210127035560","0000000001"
2021-03-10,R003,"357480","2",18,"00000020210310034663","0000000002"
2021-03-28,R001,"808326","2",2,"00000020210328032289","0000000001"
2021-05-29,R003,"870533","1",3,"00000020210529023155","0000000002"
2021-01-23,R003,"916512","1",5,"00000020210123023698","0000000002"
2021-03-21,R004,"1366537","1",6,"00000020210321034397","0000000003"
2021-05-06,R001,"671704","1",9,"00000020210506055297","0000000005"
2021-02-01,R001,"713928","1",10,"00000002021020103382","0000000006"
2021-03-04,R002,"620590","1",11,"00000020210304025564","0000000004"
2021-02-20,R002,"956076","2",8,"00000020210220015571","0000000002"
2021-03-21,R004,"873575","2",5,"00000020210321016751","0000000002"
2021-03-16,R004,"209175","1",12,"00000020210316024930","0000000001"
2021-02-23,R003,"1371636","1",16,"00000020210223039217","0000000002"
2021-02-13,R003,"258403","2",1,"00000020210213019184","0000000002"
2021-02-01,R001,"1059945","2",8,"00000020210201054927","0000000001"
2021-04-18,R003,"377970","2",9,"00000020210418025801","0000000003"
2021-05-10,R003,"947643","1",10,"00000020210510017313","0000000002"
2021-01-02,R001,"935147","1",19,"00000020210102039429","0000000006"
2021-03-27,R003,"21100","2",8,"00000020210327026529","0000000006"
2021-04-21,R004,"442987","2",9,"00000020210421075556","0000000009"
2021-05-10,R001,"717993","1",17,"00000020210510013896","0000000002"
2021-01-18,R002,"1197633","1",20,"00000020210118016283","0000000004"
2021-02-21,R002,"916325","2",15,"00000020210221019356","0000000001"
2021-01-21,R001,"675236","2",1,"00000020210121014685","0000000003"
2021-01-29,R001,"1107630","1",20,"00000020210129038751","0000000001"
2021-06-15,R002,"1245515","1",20,"00000020210615017817","0000000005"
2021-01-19,R003,"929407","2",14,"00000020210119056445","0000000002"
2021-06-14,R001,"675236","2",15,"00000020210614053171","0000000005"
2021-04-20,R002,"572471","2",15,"00000020210420075404","0000000001"
2021-01-29,R002,"715451","2",2,"00000020210129027747","0000000003"
2021-01-04,R002,"980983","2",3,"00000002021010401780","0000000003"
2021-06-09,R004,"239580","1",14,"00000002021060901231","0000000001"
2021-07-17,R004,"357480","2",4,"00000020210717011812","0000000001"
2021-02-06,R003,"1078817","1",20,"00000020210206013043","0000000003"
2021-01-19,R004,"725846","2",1,"00000020210119053314","0000000001"
2021-07-12,R002,"405949","1",10,"00000020210712012216","0000000004"
2021-03-17,R002,"1208842","2",13,"00000020210317012868","0000000001"
2021-01-16,R003,"1216660","2",11,"00000020210116012543","0000000001"
2021-04-13,R001,"530778","2",7,"00000020210413048394","0000000002"
2021-02-26,R002,"1348409","1",7,"00000020210226016616","0000000001"
2021-02-01,R002,"468152","2",6,"00000020210201018457","0000000013"
2021-04-05,R002,"405117","2",4,"00000002021040501384","0000000006"
2021-02-03,R004,"1153855","1",2,"00000020210203012746","0000000001"
2021-04-15,R004,"1411147","2",11,"00000020210415035572","0000000003"
2021-05-22,R002,"1263064","1",7,"00000020210522014248","0000000002"
2021-04-23,R003,"718108","1",4,"00000020210423033750","0000000006"
