"plant","calday","calmonth","billnum","billitem","material","netval","tax","qty","rpa_sat","timestamp"
M008,2021-01-11,202101,900641520,16,1000044547,242.50,48.50,1,291.00,2023-04-10 13:12:10.000
M008,2021-01-11,202101,900641520,17,1000044589,610.00,122.00,2,732.00,2023-04-10 13:12:10.000
M006,2021-01-11,202101,900641522,1,1000030930,182.73,18.27,3,201.00,2023-04-10 13:12:10.000
M006,2021-01-11,202101,900641522,2,1000041942,395.00,79.00,1,474.00,2023-04-10 13:12:10.000
M006,2021-01-11,202101,900641522,3,2024845003,62.50,12.00,1,75.00,2023-04-10 13:12:10.000
M006,2021-01-11,202101,900641522,4,2025625009,164.17,32.83,1,197.00,2023-04-10 13:12:10.000
M006,2021-01-11,202101,900641522,5,2026049007,1243.64,124.36,3,1368.00,2023-04-10 13:12:10.000
M006,2021-01-11,202101,900641522,6,2026094004,71.67,14.33,1,86.00,2023-04-10 13:12:10.000
M006,2021-01-11,202101,900641522,7,2026887005,43.33,8.67,1,52.00,2023-04-10 13:12:10.000
M006,2021-01-11,202101,900641522,8,2026924004,44.55,4.45,1,49.00,2023-04-10 13:12:10.000
M006,2021-01-11,202101,900641522,9,2027163010,13.33,2.67,1,16.00,2023-04-10 13:12:10.000
M015,2021-01-10,202101,900641785,1,1000018827,183.33,36.67,4,220.00,2023-04-10 13:12:10.000
M007,2021-01-09,202101,900642224,1,1000045563,45.00,9.00,1,54.00,2023-04-10 13:12:10.000
M006,2021-01-10,202101,900642225,1,1000047149,31.67,6.33,1,38.00,2023-04-10 13:12:10.000
M006,2021-01-10,202101,900642225,2,1000047155,8290.00,1658.00,2,9948.00,2023-04-10 13:12:10.000
M006,2021-01-10,202101,900642225,3,1000047191,85.00,17.00,2,102.00,2023-04-10 13:12:10.000
M003,2021-01-13,202101,900642549,1,1000046676,81.67,16.33,1,98.00,2023-04-10 13:12:10.000
M003,2021-01-13,202101,900642549,2,1000046729,3557.50,711.50,1,4269.00,2023-04-10 13:12:10.000
M003,2021-01-13,202101,900642549,3,1000046731,30.00,6.00,1,36.00,2023-04-10 13:12:10.000
M003,2021-01-13,202101,900642549,4,1000046734,617.27,61.73,1,679.00,2023-04-10 13:12:10.000
M003,2021-01-13,202101,900642549,5,1000046756,63.33,12.67,1,76.00,2023-04-10 13:12:10.000
M003,2021-01-13,202101,900642549,6,1000046773,200.00,40.00,1,240.00,2023-04-10 13:12:10.000
M003,2021-01-13,202101,900642549,7,1000046780,2493.33,498.67,4,2992.00,2023-04-10 13:12:10.000
M003,2021-01-13,202101,900642549,8,1000046796,244.17,48.83,1,293.00,2023-04-10 13:12:10.000
M003,2021-01-13,202101,900642549,9,1000046831,70.00,14.00,3,84.00,2023-04-10 13:12:10.000
M003,2021-01-13,202101,900642549,10,1000046845,517.50,103.50,3,621.00,2023-04-10 13:12:10.000
M003,2021-01-13,202101,900642549,11,1000046846,56.67,11.33,1,68.00,2023-04-10 13:12:10.000
M003,2021-01-13,202101,900642549,12,1000046889,358.33,71.67,1,430.00,2023-04-10 13:12:10.000
M008,2021-01-16,202101,900642558,1,108323135,26.67,5.33,1,32.00,2023-04-10 13:12:10.000
M014,2021-01-04,202101,900642636,1,231168,29.17,5.83,1,35.00,2023-04-10 13:12:10.000
M010,2021-01-02,202101,900642637,1,146784,1.67,0.33,1,2.00,2023-04-10 13:12:10.000
M001,2021-01-11,202101,900642681,1,1000044429,97.50,19.00,3,117.00,2023-04-10 13:12:10.000
M001,2021-01-11,202101,900642681,2,1000044447,48.33,9.67,1,58.00,2023-04-10 13:12:10.000
M003,2021-01-09,202101,900644009,1,102110606,62.50,12.00,1,75.00,2023-04-10 13:12:10.000
M003,2021-01-09,202101,900644009,2,106756797,33.64,3.36,1,37.00,2023-04-10 13:12:10.000
M003,2021-01-09,202101,900644009,3,1000007178,406.67,81.33,1,488.00,2023-04-10 13:12:10.000
M003,2021-01-09,202101,900644009,4,1000018961,37.50,7.00,1,45.00,2023-04-10 13:12:10.000
M003,2021-01-09,202101,900644009,5,1000029511,132.50,26.00,1,159.00,2023-04-10 13:12:10.000
M011,2021-01-12,202101,900644866,1,893138,73.33,14.67,1,88.00,2023-04-10 13:12:10.000
M011,2021-01-12,202101,900644866,2,7000009745,80.83,16.17,1,97.00,2023-04-10 13:12:10.000
M011,2021-01-12,202101,900645080,1,1000016173,20.00,4.00,1,24.00,2023-04-10 13:12:10.000
M011,2021-01-12,202101,900645080,2,1000023989,34.55,3.45,1,38.00,2023-04-10 13:12:10.000
M003,2021-01-15,202101,900645769,1,103313587,89.09,8.91,1,98.00,2023-04-10 13:12:10.000
M003,2021-01-15,202101,900645769,2,108375621,30.83,6.17,1,37.00,2023-04-10 13:12:10.000
M003,2021-01-15,202101,900645769,3,1000029063,116.67,23.33,4,140.00,2023-04-10 13:12:10.000
M003,2021-01-15,202101,900645769,4,1000032565,141.67,28.33,2,170.00,2023-04-10 13:12:10.000
M003,2021-01-15,202101,900645769,5,2025331002,736.67,147.33,4,884.00,2023-04-10 13:12:10.000
M003,2021-01-15,202101,900645769,6,2025653011,350.91,35.09,1,386.00,2023-04-10 13:12:10.000
M003,2021-01-15,202101,900645769,7,2025660005,286.67,57.33,4,344.00,2023-04-10 13:12:10.000
M003,2021-01-15,202101,900645769,8,2026105003,101.67,20.33,1,122.00,2023-04-10 13:12:10.000
M003,2021-01-15,202101,900645769,9,2027505003,1.67,0.33,1,2.00,2023-04-10 13:12:10.000
M003,2021-01-15,202101,900645769,10,2027692006,2120.83,424.17,1,2545.00,2023-04-10 13:12:10.000
M003,2021-01-15,202101,900645769,11,2027946003,5.83,1.17,1,7.00,2023-04-10 13:12:10.000
M003,2021-01-15,202101,900645769,12,2028107006,84.55,8.45,1,93.00,2023-04-10 13:12:10.000
M003,2021-01-15,202101,900645769,13,2028107019,2359.17,471.83,1,2831.00,2023-04-10 13:12:10.000
M003,2021-01-15,202101,900645769,14,2028117018,41.67,8.33,1,50.00,2023-04-10 13:12:10.000
M003,2021-01-15,202101,900645769,15,2030075002,25.00,5.00,1,30.00,2023-04-10 13:12:10.000
M003,2021-01-15,202101,900645769,16,2031283005,38.33,7.67,1,46.00,2023-04-10 13:12:10.000
M003,2021-01-11,202101,900646146,1,1000003950,12.00,2.00,1,15.00,2023-04-10 13:12:10.000
M003,2021-01-11,202101,900646146,2,1000004062,160.00,32.00,3,192.00,2023-04-10 13:12:10.000
M010,2021-01-12,202101,900646323,1,2026167001,70.00,14.00,3,84.00,2023-04-10 13:12:10.000
M008,2021-01-12,202101,900646462,1,2028153004,1313.33,262.67,4,1576.00,2023-04-10 13:12:10.000
M006,2021-01-09,202101,900646570,1,2028172004,1095.00,219.00,3,1314.00,2023-04-10 13:12:10.000
M006,2021-01-09,202101,900646570,2,2028191002,26.67,5.33,1,32.00,2023-04-10 13:12:10.000
M005,2021-01-10,202101,900646571,1,724391,45.83,9.17,1,55.00,2023-04-10 13:12:10.000
M005,2021-01-10,202101,900646571,2,7000009745,161.67,32.33,2,194.00,2023-04-10 13:12:10.000
M014,2021-01-12,202101,900646942,1,19067,165.00,33.00,3,198.00,2023-04-10 13:12:10.000
M014,2021-01-12,202101,900646942,2,20404,13666.67,2733.33,4,16400.00,2023-04-10 13:12:10.000
M014,2021-01-12,202101,900646942,3,20704,83.33,16.67,1,100.00,2023-04-10 13:12:10.000
M014,2021-01-12,202101,900646942,4,25379,170.00,34.00,3,204.00,2023-04-10 13:12:10.000
M014,2021-01-12,202101,900646942,5,25408,622.50,124.50,1,747.00,2023-04-10 13:12:10.000
M014,2021-01-12,202101,900646942,6,55145,72.50,14.00,1,87.00,2023-04-10 13:12:10.000
M014,2021-01-12,202101,900646942,7,55239,8238.33,1647.67,2,9886.00,2023-04-10 13:12:10.000
M014,2021-01-12,202101,900646942,8,55370,237.27,23.73,1,261.00,2023-04-10 13:12:10.000
M014,2021-01-12,202101,900646942,9,55414,19.17,3.83,1,23.00,2023-04-10 13:12:10.000
M014,2021-01-12,202101,900646942,10,55417,820.83,164.17,1,985.00,2023-04-10 13:12:10.000
M014,2021-01-12,202101,900646942,11,55435,39.17,7.83,1,47.00,2023-04-10 13:12:10.000
M014,2021-01-12,202101,900646942,12,57205,49.17,9.83,1,59.00,2023-04-10 13:12:10.000
M014,2021-01-12,202101,900646942,13,70245,263.33,52.67,1,316.00,2023-04-10 13:12:10.000
M014,2021-01-12,202101,900646942,14,80924,1325.00,265.00,2,1590.00,2023-04-10 13:12:10.000
M014,2021-01-12,202101,900646942,15,92594,36.67,7.33,2,44.00,2023-04-10 13:12:10.000
M014,2021-01-12,202101,900646942,16,95035,1263.33,252.67,1,1516.00,2023-04-10 13:12:10.000
M014,2021-01-12,202101,900646942,17,126122,40.00,8.00,1,48.00,2023-04-10 13:12:10.000
M005,2021-01-09,202101,900647333,1,102738575,1065.83,213.17,1,1279.00,2023-04-10 13:12:10.000
M005,2021-01-09,202101,900647333,2,7000009745,242.50,48.50,3,291.00,2023-04-10 13:12:10.000
M005,2021-01-10,202101,900647334,1,1000037771,57.27,5.73,1,63.00,2023-04-10 13:12:10.000
M005,2021-01-10,202101,900647334,2,1000047606,31.82,3.18,1,35.00,2023-04-10 13:12:10.000
M002,2021-01-11,202101,900647633,10,102921661,637.50,127.50,1,765.00,2023-04-10 13:12:10.000
M002,2021-01-11,202101,900647633,20,102921679,49.17,9.83,1,59.00,2023-04-10 13:12:10.000
M009,2021-01-11,202101,900647787,1,1000030930,60.91,6.09,1,67.00,2023-04-10 13:12:10.000
M009,2021-01-11,202101,900647787,2,1000041942,395.00,79.00,1,474.00,2023-04-10 13:12:10.000
M008,2021-01-11,202101,900648100,1,1000017543,50.83,10.17,1,61.00,2023-04-10 13:12:10.000
M009,2021-01-10,202101,900649258,1,18452,43.33,8.67,1,52.00,2023-04-10 13:12:10.000
M006,2021-01-10,202101,900649566,1,1000022458,67.50,13.00,1,81.00,2023-04-10 13:12:10.000
M006,2021-01-10,202101,900649566,2,1000022504,69.17,13.83,1,83.00,2023-04-10 13:12:10.000
M006,2021-01-10,202101,900649566,3,1000022509,66.67,13.33,1,80.00,2023-04-10 13:12:10.000
M006,2021-01-10,202101,900649566,4,1000022523,138.33,27.67,2,166.00,2023-04-10 13:12:10.000
M006,2021-01-10,202101,900649566,5,1000022524,60.00,12.00,1,72.00,2023-04-10 13:12:10.000
M006,2021-01-10,202101,900649566,6,1000022531,16.67,3.33,1,20.00,2023-04-10 13:12:10.000
M008,2021-01-15,202101,900650695,1,2024948003,5.45,0.55,1,6.00,2023-04-10 13:12:10.000
M008,2021-01-15,202101,900650695,2,2025353001,57.27,5.73,1,63.00,2023-04-10 13:12:10.000
M012,2021-01-12,202101,900651856,1,1000050262,231.67,46.33,1,278.00,2023-04-10 13:12:10.000
M012,2021-01-12,202101,900651856,2,1000050280,439.09,43.91,1,483.00,2023-04-10 13:12:10.000
M012,2021-01-12,202101,900651856,3,1000050290,54.17,10.83,1,65.00,2023-04-10 13:12:10.000
M012,2021-01-12,202101,900651856,4,1000050293,60.83,12.17,1,73.00,2023-04-10 13:12:10.000
M012,2021-01-12,202101,900651856,5,1000050313,766.67,153.33,1,920.00,2023-04-10 13:12:10.000
M012,2021-01-14,202101,900651914,1,662668,205.00,41.00,3,246.00,2023-04-10 13:12:10.000
M012,2021-01-14,202101,900651914,2,662670,1426.36,142.64,3,1569.00,2023-04-10 13:12:10.000
M005,2021-01-11,202101,900652024,1,1000030562,113.33,22.67,4,136.00,2023-04-10 13:12:10.000
M005,2021-01-11,202101,900652024,2,1000030563,189.17,37.83,1,227.00,2023-04-10 13:12:10.000
M003,2021-01-11,202101,900652285,1,25408,622.50,124.50,1,747.00,2023-04-10 13:12:10.000
M003,2021-01-11,202101,900652285,2,32204,65.45,6.55,1,72.00,2023-04-10 13:12:10.000
M003,2021-01-11,202101,900652285,3,34428,23.33,4.67,1,28.00,2023-04-10 13:12:10.000
M003,2021-01-11,202101,900652285,4,43459,217.50,43.50,1,261.00,2023-04-10 13:12:10.000
M003,2021-01-11,202101,900652285,5,43788,2239.09,223.91,1,2463.00,2023-04-10 13:12:10.000
M008,2021-01-12,202101,900652286,1,1000012449,30.00,6.00,1,36.00,2023-04-10 13:12:10.000
M008,2021-01-12,202101,900652286,2,1000012659,39.17,7.83,1,47.00,2023-04-10 13:12:10.000
M015,2021-01-12,202101,900652968,1,102738575,2131.67,426.33,2,2558.00,2023-04-10 13:12:10.000
M015,2021-01-12,202101,900652968,2,7000009745,80.83,16.17,1,97.00,2023-04-10 13:12:10.000
M012,2021-01-13,202101,900652970,1,2025789003,212.50,42.50,1,255.00,2023-04-10 13:12:10.000
M012,2021-01-13,202101,900652970,2,2026228006,56.67,11.33,1,68.00,2023-04-10 13:12:10.000
M006,2021-01-12,202101,900653090,10,102921679,49.17,9.83,1,59.00,2023-04-10 13:12:10.000
M007,2021-01-11,202101,900653092,1,16951,21.67,4.33,1,26.00,2023-04-10 13:12:10.000
M007,2021-01-11,202101,900653092,2,19067,55.00,11.00,1,66.00,2023-04-10 13:12:10.000
M004,2021-01-11,202101,900654552,1,1000047482,832.50,166.50,1,999.00,2023-04-10 13:12:10.000
M014,2021-01-12,202101,900654565,1,1000022148,160.00,32.00,3,192.00,2023-04-10 13:12:10.000
M014,2021-01-12,202101,900654565,2,1000022527,29.09,2.91,2,32.00,2023-04-10 13:12:10.000
M001,2021-01-13,202101,900654572,1,662668,68.33,13.67,1,82.00,2023-04-10 13:12:10.000
M004,2021-01-15,202101,900654632,1,893138,73.33,14.67,1,88.00,2023-04-10 13:12:10.000
M004,2021-01-15,202101,900654632,2,7000009745,80.83,16.17,1,97.00,2023-04-10 13:12:10.000
M011,2021-01-15,202101,900655100,1,19380,155.00,31.00,3,186.00,2023-04-10 13:12:10.000
M011,2021-01-15,202101,900655100,2,20703,57.50,11.00,1,69.00,2023-04-10 13:12:10.000
M011,2021-01-15,202101,900655100,3,34428,23.33,4.67,1,28.00,2023-04-10 13:12:10.000
M004,2021-01-10,202101,900655114,1,107821642,103.64,10.36,1,114.00,2023-04-10 13:12:10.000
M003,2021-01-13,202101,900655808,1,19719,122.50,24.00,3,147.00,2023-04-10 13:12:10.000
M010,2021-01-13,202101,900657528,1,646,427.27,42.73,1,470.00,2023-04-10 13:12:10.000
M010,2021-01-13,202101,900657528,2,19719,40.83,8.17,1,49.00,2023-04-10 13:12:10.000
M010,2021-01-13,202101,900657528,3,20404,10250.00,2050.00,3,12300.00,2023-04-10 13:12:10.000
M010,2021-01-13,202101,900657528,4,20862,57.50,11.00,3,69.00,2023-04-10 13:12:10.000
M010,2021-01-13,202101,900657528,5,25392,14.17,2.83,1,17.00,2023-04-10 13:12:10.000
M010,2021-01-13,202101,900657528,6,31171,24.17,4.83,1,29.00,2023-04-10 13:12:10.000
M010,2021-01-13,202101,900657528,7,31202,80.83,16.17,1,97.00,2023-04-10 13:12:10.000
M010,2021-01-13,202101,900657528,8,32204,65.45,6.55,1,72.00,2023-04-10 13:12:10.000
M010,2021-01-13,202101,900657528,9,34428,23.33,4.67,1,28.00,2023-04-10 13:12:10.000
M010,2021-01-13,202101,900657528,10,35147,18.33,3.67,1,22.00,2023-04-10 13:12:10.000
M010,2021-01-13,202101,900657528,11,36052,125.45,12.55,2,138.00,2023-04-10 13:12:10.000
M010,2021-01-13,202101,900657528,12,36201,2358.33,471.67,1,2830.00,2023-04-10 13:12:10.000
M010,2021-01-13,202101,900657528,13,36207,70.83,14.17,1,85.00,2023-04-10 13:12:10.000
M010,2021-01-13,202101,900657528,14,37219,129.17,25.83,1,155.00,2023-04-10 13:12:10.000
M010,2021-01-13,202101,900657528,15,43653,20.00,4.00,1,24.00,2023-04-10 13:12:10.000
M010,2021-01-13,202101,900657528,16,55205,288.33,57.67,1,346.00,2023-04-10 13:12:10.000
M010,2021-01-13,202101,900657528,17,55239,4119.17,823.83,1,4943.00,2023-04-10 13:12:10.000
M010,2021-01-13,202101,900657528,18,55417,820.83,164.17,1,985.00,2023-04-10 13:12:10.000
M008,2021-01-14,202101,900657858,1,108255902,1.82,0.18,2,2.00,2023-04-10 13:12:10.000
M003,2021-01-17,202101,900658238,1,724391,45.83,9.17,1,55.00,2023-04-10 13:12:10.000
M001,2021-01-24,202101,900658332,1,1000029723,36.67,7.33,1,44.00,2023-04-10 13:12:10.000
M001,2021-01-24,202101,900658332,2,1000044353,410.00,41.00,1,451.00,2023-04-10 13:12:10.000
M011,2021-01-24,202101,900658340,1,1000045017,35.83,7.17,1,43.00,2023-04-10 13:12:10.000
M011,2021-01-24,202101,900658340,2,1000045018,6020.00,1204.00,2,7224.00,2023-04-10 13:12:10.000
M011,2021-01-24,202101,900658340,3,1000045019,80.00,16.00,1,96.00,2023-04-10 13:12:10.000
M011,2021-01-24,202101,900658340,4,1000045021,19.17,3.83,1,23.00,2023-04-10 13:12:10.000
M011,2021-01-24,202101,900658340,5,1000045104,13.33,2.67,1,16.00,2023-04-10 13:12:10.000
M001,2021-01-04,202101,900658341,1,662670,475.45,47.55,1,523.00,2023-04-10 13:12:10.000
M012,2021-01-04,202101,900658343,1,20404,3416.67,683.33,1,4100.00,2023-04-10 13:12:10.000
M012,2021-01-04,202101,900658343,2,32204,65.45,6.55,1,72.00,2023-04-10 13:12:10.000
M003,2021-01-13,202101,900659341,1,646,427.27,42.73,1,470.00,2023-04-10 13:12:10.000
M003,2021-01-13,202101,900659341,2,31171,24.17,4.83,1,29.00,2023-04-10 13:12:10.000
M003,2021-01-13,202101,900659341,3,34428,46.67,9.33,2,56.00,2023-04-10 13:12:10.000
M003,2021-01-13,202101,900659341,4,55239,8238.33,1647.67,2,9886.00,2023-04-10 13:12:10.000
M003,2021-01-13,202101,900659341,5,55484,2669.09,266.91,1,2936.00,2023-04-10 13:12:10.000
M003,2021-01-13,202101,900659341,6,57205,147.50,29.00,3,177.00,2023-04-10 13:12:10.000
M003,2021-01-13,202101,900659341,7,84963,552.50,110.50,3,663.00,2023-04-10 13:12:10.000
M003,2021-01-13,202101,900659341,8,92877,67.50,13.00,1,81.00,2023-04-10 13:12:10.000
M003,2021-01-13,202101,900659341,9,108931,189.09,18.91,1,208.00,2023-04-10 13:12:10.000
M003,2021-01-13,202101,900659341,10,171785,584.17,116.83,1,701.00,2023-04-10 13:12:10.000
M003,2021-01-13,202101,900659341,11,179303,4996.36,499.64,2,5496.00,2023-04-10 13:12:10.000
M003,2021-01-13,202101,900659341,12,179350,10.83,2.17,1,13.00,2023-04-10 13:12:10.000
M003,2021-01-13,202101,900659341,13,204458,32.50,6.00,1,39.00,2023-04-10 13:12:10.000
M003,2021-01-13,202101,900659341,14,216509,53.33,10.67,1,64.00,2023-04-10 13:12:10.000
M003,2021-01-13,202101,900659341,15,220721,66.36,6.64,1,73.00,2023-04-10 13:12:10.000
M003,2021-01-13,202101,900659341,16,237241,278.33,55.67,1,334.00,2023-04-10 13:12:10.000
M005,2021-01-13,202101,900659342,1,2025837005,59.17,11.83,1,71.00,2023-04-10 13:12:10.000
M005,2021-01-13,202101,900659342,2,2025911003,60.83,12.17,1,73.00,2023-04-10 13:12:10.000
M003,2021-01-14,202101,900659343,1,1000034680,41.82,4.18,1,46.00,2023-04-10 13:12:10.000
M003,2021-01-14,202101,900659343,2,1000034722,67.50,13.00,1,81.00,2023-04-10 13:12:10.000
M003,2021-01-15,202101,900659551,1,1000023082,20.00,2.00,2,22.00,2023-04-10 13:12:10.000
M003,2021-01-15,202101,900659551,2,1000023246,60.00,12.00,1,72.00,2023-04-10 13:12:10.000
M003,2021-01-15,202101,900659551,3,1000023247,34.17,6.83,1,41.00,2023-04-10 13:12:10.000
M003,2021-01-19,202101,900659745,1,108000820,73.33,14.67,1,88.00,2023-04-10 13:12:10.000
M003,2021-01-19,202101,900659745,2,108000846,5353.33,1070.67,2,6424.00,2023-04-10 13:12:10.000
M004,2021-01-13,202101,900659818,1,107947181,2653.33,530.67,1,3184.00,2023-04-10 13:12:10.000
M004,2021-01-13,202101,900659818,2,107947202,52.50,10.00,1,63.00,2023-04-10 13:12:10.000
M003,2021-01-12,202101,900660099,1,2027892001,2259.17,451.83,1,2711.00,2023-04-10 13:12:10.000
M003,2021-01-12,202101,900660099,2,2027896004,45.45,4.55,1,50.00,2023-04-10 13:12:10.000
M003,2021-01-12,202101,900660099,3,2027896006,3.33,0.67,1,4.00,2023-04-10 13:12:10.000
M008,2021-01-13,202101,900660171,1,17589,322.50,64.50,1,387.00,2023-04-10 13:12:10.000
M008,2021-01-13,202101,900660171,2,17621,15.00,3.00,1,18.00,2023-04-10 13:12:10.000
M008,2021-01-13,202101,900660171,3,18720,1553.33,310.67,2,1864.00,2023-04-10 13:12:10.000
M001,2021-01-13,202101,900661080,1,2024844002,55.00,11.00,1,66.00,2023-04-10 13:12:10.000
M003,2021-01-11,202101,900661158,1,1000017543,50.83,10.17,1,61.00,2023-04-10 13:12:10.000
M003,2021-01-11,202101,900661158,2,1000018505,32.50,6.00,1,39.00,2023-04-10 13:12:10.000
M012,2021-01-11,202101,900661572,1,16951,21.67,4.33,1,26.00,2023-04-10 13:12:10.000
M008,2021-01-16,202101,900661958,1,25390,34.17,6.83,1,41.00,2023-04-10 13:12:10.000
M008,2021-01-16,202101,900661958,2,30458,24.17,4.83,1,29.00,2023-04-10 13:12:10.000
M008,2021-01-16,202101,900661958,3,32204,130.91,13.09,2,144.00,2023-04-10 13:12:10.000
M005,2021-01-14,202101,900662133,1,16951,21.67,4.33,1,26.00,2023-04-10 13:12:10.000
M005,2021-01-14,202101,900662133,2,17657,26.67,5.33,1,32.00,2023-04-10 13:12:10.000
M005,2021-01-14,202101,900662133,3,18317,30.83,6.17,1,37.00,2023-04-10 13:12:10.000
M005,2021-01-14,202101,900662133,4,20404,3416.67,683.33,1,4100.00,2023-04-10 13:12:10.000
M005,2021-01-14,202101,900662133,5,20704,83.33,16.67,1,100.00,2023-04-10 13:12:10.000
M004,2021-01-17,202101,900662447,1,2031675002,75.45,7.55,1,83.00,2023-04-10 13:12:10.000
M004,2021-01-17,202101,900662447,2,2031713005,3832.50,766.50,1,4599.00,2023-04-10 13:12:10.000
M003,2021-01-12,202101,900662926,1,662670,475.45,47.55,1,523.00,2023-04-10 13:12:10.000
M003,2021-01-12,202101,900662926,2,724391,45.83,9.17,1,55.00,2023-04-10 13:12:10.000
M003,2021-01-12,202101,900662926,3,817851,16.67,3.33,1,20.00,2023-04-10 13:12:10.000
M005,2021-01-15,202101,900662949,1,1000041415,391.67,78.33,2,470.00,2023-04-10 13:12:10.000
M004,2021-01-17,202101,900662964,1,2027214001,334.17,66.83,1,401.00,2023-04-10 13:12:10.000
M004,2021-01-17,202101,900662964,2,2027215001,45.83,9.17,1,55.00,2023-04-10 13:12:10.000
M004,2021-01-17,202101,900662964,3,2027217001,153.33,30.67,2,184.00,2023-04-10 13:12:10.000
M004,2021-01-17,202101,900662964,4,2027217002,74.17,14.83,1,89.00,2023-04-10 13:12:10.000
M004,2021-01-17,202101,900662964,5,2027220001,65.00,13.00,1,78.00,2023-04-10 13:12:10.000
M008,2021-01-25,202101,900663040,1,1000044448,70.91,7.09,1,78.00,2023-04-10 13:12:10.000
M008,2021-01-25,202101,900663040,2,1000044451,80.00,16.00,1,96.00,2023-04-10 13:12:10.000
M008,2021-01-25,202101,900663040,3,1000044454,1131.67,226.33,2,1358.00,2023-04-10 13:12:10.000
M010,2021-01-11,202101,900663243,1,19372,320.91,32.09,1,353.00,2023-04-10 13:12:10.000
M010,2021-01-11,202101,900663243,2,21017,23.33,4.67,1,28.00,2023-04-10 13:12:10.000
M010,2021-01-11,202101,900663243,3,25977,21.67,4.33,1,26.00,2023-04-10 13:12:10.000
M001,2021-01-11,202101,900663386,1,1000049818,31.67,6.33,1,38.00,2023-04-10 13:12:10.000
M001,2021-01-11,202101,900663386,2,1000049992,39.09,3.91,1,43.00,2023-04-10 13:12:10.000
M001,2021-01-11,202101,900663386,3,1000050039,709.17,141.83,1,851.00,2023-04-10 13:12:10.000
M009,2021-01-11,202101,900663390,1,7000009745,80.83,16.17,1,97.00,2023-04-10 13:12:10.000
M003,2021-01-14,202101,900664010,1,2025654016,2689.17,537.83,1,3227.00,2023-04-10 13:12:10.000
M003,2021-01-14,202101,900664010,2,2025656004,59.17,11.83,1,71.00,2023-04-10 13:12:10.000
M003,2021-01-14,202101,900664010,3,2025656009,286.67,57.33,1,344.00,2023-04-10 13:12:10.000
M003,2021-01-14,202101,900664010,4,2025660006,1331.67,266.33,2,1598.00,2023-04-10 13:12:10.000
M003,2021-01-14,202101,900664010,5,2025660007,40.00,8.00,1,48.00,2023-04-10 13:12:10.000
M011,2021-01-13,202101,900664187,1,1000043103,75.00,15.00,1,90.00,2023-04-10 13:12:10.000
M009,2021-01-15,202101,900664235,1,1000000752,152.50,30.00,1,183.00,2023-04-10 13:12:10.000
M009,2021-01-15,202101,900664235,2,1000045592,70.91,7.09,1,78.00,2023-04-10 13:12:10.000
M005,2021-01-16,202101,900664547,1,1000012421,601.67,120.33,1,722.00,2023-04-10 13:12:10.000
M005,2021-01-16,202101,900664547,2,1000012422,17.00,3.00,1,21.00,2023-04-10 13:12:10.000
M005,2021-01-16,202101,900664547,3,1000012426,315.83,63.17,1,379.00,2023-04-10 13:12:10.000
M005,2021-01-16,202101,900664547,4,1000012660,81.67,16.33,2,98.00,2023-04-10 13:12:10.000
M005,2021-01-16,202101,900664547,5,1000012663,75.00,15.00,2,90.00,2023-04-10 13:12:10.000
M001,2021-01-15,202101,900665340,1,106813860,215.45,21.55,3,237.00,2023-04-10 13:12:10.000
M001,2021-01-15,202101,900665340,2,106813915,82.73,8.27,1,91.00,2023-04-10 13:12:10.000
M013,2021-01-28,202101,900665442,1,2026292003,161.67,32.33,1,194.00,2023-04-10 13:12:10.000
M013,2021-01-28,202101,900665442,2,2026293002,240.00,48.00,1,288.00,2023-04-10 13:12:10.000
M013,2021-01-28,202101,900665442,3,2026296002,58.33,11.67,2,70.00,2023-04-10 13:12:10.000
M013,2021-01-28,202101,900665442,4,2026531003,293.33,58.67,1,352.00,2023-04-10 13:12:10.000
M003,2021-01-11,202101,900666362,1,2026964002,130.00,26.00,3,156.00,2023-04-10 13:12:10.000
M003,2021-01-11,202101,900666362,2,2026977001,3038.33,607.67,1,3646.00,2023-04-10 13:12:10.000
M003,2021-01-11,202101,900666362,3,2026989004,31.67,6.33,1,38.00,2023-04-10 13:12:10.000
M003,2021-01-11,202101,900666362,4,2026991003,216.67,43.33,4,260.00,2023-04-10 13:12:10.000
M003,2021-01-11,202101,900666362,5,2026992003,41.67,8.33,1,50.00,2023-04-10 13:12:10.000
M003,2021-01-11,202101,900666363,1,662668,68.33,13.67,1,82.00,2023-04-10 13:12:10.000
M003,2021-01-11,202101,900666363,2,662670,1426.36,142.64,3,1569.00,2023-04-10 13:12:10.000
M003,2021-01-11,202101,900666363,3,893138,146.67,29.33,2,176.00,2023-04-10 13:12:10.000
M005,2021-01-14,202101,900666606,1,1000045596,30.83,6.17,1,37.00,2023-04-10 13:12:10.000
M003,2021-01-11,202101,900667887,1,1000039900,97.50,19.00,3,117.00,2023-04-10 13:12:10.000
M003,2021-01-11,202101,900667887,2,1000039950,77.50,15.00,1,93.00,2023-04-10 13:12:10.000
M003,2021-01-11,202101,900667887,3,1000039953,70.00,7.00,1,77.00,2023-04-10 13:12:10.000
M003,2021-01-11,202101,900667887,4,1000040105,65.00,13.00,2,78.00,2023-04-10 13:12:10.000
M002,2021-01-11,202101,900667888,1,2027264001,54.17,10.83,1,65.00,2023-04-10 13:12:10.000
M011,2021-01-11,202101,900668152,1,19372,320.91,32.09,1,353.00,2023-04-10 13:12:10.000
